Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Variant Id,Variant Title,Variant SKU,Variant Allow Backorder,Variant Manage Inventory,Variant Price USD
prod_dqu1wtcxmim6luybvpspv7aa0v,1779967912493,测试产品_1779967912493,,,draft,,,,,,,
prod_hvfplnv6vvjfxak8rky4x0iyxn,1779968033519-h_u9tv,测试产品_1779968033519,,,draft,,,,,,,
prod_yv762rlswkjyim8s1pfrk3lpjb,1779968056108-h_hz7q,测试产品_1779968056108,,,draft,,,,,,,
prod_suglx8jqkj5w9yfdr7djv5s0fc,search-test-1780042879866-h_9e04,SEARCH_TEST_1780042879866,,,draft,,,,,,,
prod_h3p0k1bqdbfmo52cbmubk02sjw,1780042894868-h_mpqd,详情测试_1780042894868,,,draft,,,,,,,
prod_30vfc5srv0v5b2yx2fvxncgyni,1780042941126-h_lc7t,更新前_1780042941126,,,draft,,,,,,,
prod_ysp5yvfgv5rze96n6n3ox9vimm,1780042956746-h_weir,待删除_1780042956746,,,draft,,,,,,,
prod_biqjleilhj3dd19x7mmisq0x62,1780042971753-h_d9dg,变体测试_1780042971753,,,draft,,variant_xzriaxbyuslpiwvy29s1oua0u8,Red Variant,SKU_1780042972978,FALSE,TRUE,
prod_biqjleilhj3dd19x7mmisq0x62,1780042971753-h_d9dg,变体测试_1780042971753,,,draft,,variant_uv3044npvyxi663xsbrhj7hw1z,Updated,,FALSE,TRUE,
prod_biqjleilhj3dd19x7mmisq0x62,1780042971753-h_d9dg,变体测试_1780042971753,,,draft,,variant_d0d8g06miuvjmp13sj0izcrjyj,Batch Created,BATCH_1780042977319,FALSE,TRUE,
prod_em79m3upiirjbqbml00kbl2vlf,1780042979166-h_u21s,选项测试_1780042979166,,,draft,,,,,,,
prod_35ddjifnnadizodszoqhq0uykb,1780043178509-h_d3jq,测试产品_1780043178509,,,draft,,,,,,,
prod_rtmw5z2kssjpzxcvrvoj590glq,search-test-1780043182686-h_h7i4,SEARCH_TEST_1780043182686,,,draft,,,,,,,
prod_phcegwtkkvd54dwpmasge6chce,1780043183950-h_ccc5,详情测试_1780043183950,,,draft,,,,,,,
prod_89jghybggxkr12pliz1ijt2grg,1780043230210-h_2gjj,更新前_1780043230210,,,draft,,,,,,,
prod_oywj7vyubcb9enui37cw9binv9,1780043245837-h_bpj9,待删除_1780043245837,,,draft,,,,,,,
prod_xnzoifiiuasn5p25fo32qnypn1,1780043260847-h_zumo,变体测试_1780043260847,,,draft,,variant_bd097yqma10vloe93g6qgd462y,Red Variant,SKU_1780043262094,FALSE,TRUE,
prod_xnzoifiiuasn5p25fo32qnypn1,1780043260847-h_zumo,变体测试_1780043260847,,,draft,,variant_0pcg23b23cqeowmd5w8r0po9pg,Updated,,FALSE,TRUE,
prod_xnzoifiiuasn5p25fo32qnypn1,1780043260847-h_zumo,变体测试_1780043260847,,,draft,,variant_sch7pl2zct1aq3r6ol9amm7qvb,Batch Created,BATCH_1780043266512,FALSE,TRUE,
prod_3jtwywbsri3uuxrbqr96m9hha3,1780043268387-h_jb2i,选项测试_1780043268387,,,draft,,,,,,,
prod_l2o3nepht2ruwm5f105dt5pdlu,1780043305163-h_twbp,测试产品_1780043305163,,,draft,,,,,,,
prod_ai2y4ubz1y94ij3grw364pofz2,search-test-1780043309586-h_656n,SEARCH_TEST_1780043309586,,,draft,,,,,,,
prod_kn6fy0463jd0uv2w19qf86tyqg,1780043310881-h_ij29,详情测试_1780043310881,,,draft,,,,,,,
prod_cswapxuukm2xu9ieyp020b7eop,1780043474576-h_r5rf,变体测试_1780043474576,,,draft,,variant_gxl6254ymf91i1i1smi5s4ciys,Updated,,FALSE,TRUE,
prod_cswapxuukm2xu9ieyp020b7eop,1780043474576-h_r5rf,变体测试_1780043474576,,,draft,,variant_2qul9vl7e0xd630w7r8jqyb8g8,Batch Created,BATCH_1780043542103,FALSE,TRUE,
prod_lvz3u7c5mgaaap6f1c64mesyey,1780043572752-h_b9w5,选项测试_1780043572752,,,draft,,,,,,,
prod_wc7yquiqh7ughms5lnua7lxhhx,1780122756772-h_995f,测试产品_1780122756772,,,draft,,,,,,,
prod_ma0ae49rg8vxwodc4e8av3xejm,search-test-1780122759543-h_qbl7,SEARCH_TEST_1780122759543,,,draft,,,,,,,
prod_f0tg4nttsjjkmm42jzp0hd29sz,1780122760476-h_rqy2,详情测试_1780122760476,,,draft,,,,,,,
prod_w35nrg61llqwe90lv28k7iquks,catprod-1780293967697-h_4sju,CatProd_1780293967697,,,draft,,,,,,,
prod_jxr234xnp67lydrksqxgier8pv,carttest-1780128939704-h_1vfo,CartTest_1780128939704,,,draft,,variant_fg0imt6q6c8ooz0mvzpdt3agej,Default,CART_1780128939847,FALSE,TRUE,
prod_vlnx0btu0umot5h1dg2d0uqkl2,batch-1780129020846-h_agx9,Batch_1780129020846,,,draft,,,,,,,
prod_hnj7lkqqq52rswknt2paynq4qk,carttest-1780129055532-h_dm4a,CartTest_1780129055532,,,draft,,variant_fm7cyixcr2lgzbwkugxb0w4alm,Default,CART_1780129055716,FALSE,TRUE,
prod_dclrpjndzrrg0320hceep8teyv,carttest-1780129112201-h_bhr6,CartTest_1780129112201,,,draft,,variant_80ewx69nkqkyjj9puhbr1uak0y,Default,CART_1780129112407,FALSE,TRUE,
prod_7pppjwthc0q9l9ee4h5cq8s674,carttest-1780129166381-h_vj7p,CartTest_1780129166381,,,draft,,variant_7jtu0kp85lnvyszb9o0qb2ufyy,Default,CART_1780129166794,FALSE,TRUE,
prod_1ddqxeqslysl23qktbgxtlljga,colprod-1780133645975-h_skrg,ColProd_1780133645975,,,draft,,,,,,,
prod_8ep4k694z2yctrbukukwv8h9pm,carttest-1780130537842-h_e6zu,CartTest_1780130537842,,,draft,,variant_ucrm3ick8wenfup82k31rrfr2n,Default,CART_1780130538061,FALSE,TRUE,
prod_fh9w3grr1bc8gym1d1e1pvjxny,batch-1780130540109-h_6llp,Batch_1780130540109,,,draft,,,,,,,
prod_ftpnabg8zjkctwrijo558d2g0l,carttest-1780132693631-h_0ofn,CartTest_1780132693631,,,draft,,variant_hvgj0vkq8ujcyfeswu6zr4oxit,Default,CART_1780132693829,FALSE,TRUE,
prod_d8fts0bhxt15aqvtsm79hqy3y9,carttest-1780133117049-h_d7oa,CartTest_1780133117049,,,draft,,variant_szc61eo6ijpczxo11a0x8jcd6i,Default,CART_1780133117347,FALSE,TRUE,
prod_5rmluzp7jqpxdnw8p3g151y67o,batch-1780133194057-h_e1rg,Batch_1780133194057,,,draft,,,,,,,
prod_5jrp8y80bb4fhasqo3726amg4c,rma-1780133561213-h_xeu1,RMA_1780133561213,,,draft,,variant_za7qdqq99qly2xlm39nv3psenw,Default,RMA_1780133561336,FALSE,TRUE,
prod_n94sysm7mezgek0zdw43lvzmxl,rma-1780133569262-h_m9gj,RMA_1780133569262,,,draft,,variant_hs1cl35fj93ih01lo9tbtbwa0y,Default,RMA_1780133569381,FALSE,TRUE,
prod_k485q3kuvht4pkglgilrbe592g,rma-1780133617224-h_l3ea,RMA_1780133617224,,,draft,,variant_30a82qs7kvwgtpz1jnudb0ysk4,Default,RMA_1780133617352,FALSE,TRUE,
prod_9n2vpho1du9o6qyp5yi31ic396,catprod-1780133645253-h_5uhu,CatProd_1780133645253,,,draft,,,,,,,
prod_khd3dmr06ldz0var24jj48tcjq,rma-1780133650934-h_18kc,RMA_1780133650934,,,draft,,variant_dixsvxewlwj5hycs71ntkuid7s,Default,RMA_1780133651067,FALSE,TRUE,
prod_s0qy68kzvg1jfr3ri6bv0g68qi,rma-1780133663723-h_cjw0,RMA_1780133663723,,,draft,,variant_mlbsxzjsag8kdbsx7pr4xf7ewv,Default,RMA_1780133663850,FALSE,TRUE,
prod_hq4bfits2semjr4phykpsnhfxs,colprod-1780133713827-h_0v2h,ColProd_1780133713827,,,draft,,,,,,,
prod_9bqotl8m0judzys7i0zh14eynt,catprod-1780134458677-h_kefp,CatProd_1780134458677,,,draft,,,,,,,
prod_q23u7vn9yg4unoi14nw05mguh9,colprod-1780134459445-h_1m32,ColProd_1780134459445,,,draft,,,,,,,
prod_lhdoky2ug1r7t3d75cfe2d908y,catprod-1780134715214-h_ffkj,CatProd_1780134715214,,,draft,,,,,,,
prod_zqx6wgfswpun2pnxfmc6x3j23u,colprod-1780134717117-h_tf9l,ColProd_1780134717117,,,draft,,,,,,,
prod_fzxgp2kr9hdwyaemhcfbz1epem,batch-1780135477124-h_t427,Batch_1780135477124,,,draft,,,,,,,
prod_uj9m4d7hbtceab2r88fmks2gx7,rma-1780135481097-h_waft,RMA_1780135481097,,,draft,,variant_ipjytz4dw9ijnw0r750lpkbrv3,Default,RMA_1780135481226,FALSE,TRUE,
prod_yfnr3q8q47bxrbit83ujm5zxhz,import_test_1780293974951,导入测试产品,,描述,draft,,variant_dn7rjk0wymmv9qqwil5sg68s60,默认,SKU_1780293974951,FALSE,TRUE,19.99
prod_1lp5m01iy7lgh2vo6uavkhr9tx,batch-1780128940822-h_2fhl,Batch_1780128940822,,,draft,,,,,,,
prod_keprgtyfv5sebyda46b7z8l4o7,carttest-1780129019954-h_4iiu,CartTest_1780129019954,,,draft,,variant_xra5rawgduwb4s6gmlvag8ko2h,Default,CART_1780129020113,FALSE,TRUE,
prod_e9gw0rfozon8th9kwmgxh7vcwf,batch-1780129055952-h_bqhe,Batch_1780129055952,,,draft,,,,,,,
prod_fdh7z30m88zqb2vdxev5dwsqot,colprod-1780293969978-h_ihj8,ColProd_1780293969978,,,draft,,,,,,,
prod_fhs9wutbd45qzgnlcrsmtd88ss,batch-1780129112221-h_hxbh,Batch_1780129112221,,,draft,,,,,,,
prod_8za003rri53drfbxloxhufma8v,batch-1780129164618-h_p3z3,Batch_1780129164618,,,draft,,,,,,,
prod_nyibd64vegpc1yv16fblb0h0l8,carttest-1780129197850-h_7b51,CartTest_1780129197850,,,draft,,variant_292mfuay43v4nkqtxr3thws7k4,Default,CART_1780129198006,FALSE,TRUE,
prod_czv0pru8tezead536shk7pzopv,batch-1780130471976-h_teta,Batch_1780130471976,,,draft,,,,,,,
prod_ti7l22yr4tmht3bf4oi96k1bc7,carttest-1780130473014-h_op3x,CartTest_1780130473014,,,draft,,variant_81it9bq3lubfnredrro4td5qd1,Default,CART_1780130473451,FALSE,TRUE,
prod_dsqtdhevq1gcwc7cm7af69vscg,import_test_1780132693637,导入测试产品,,描述,draft,,variant_0ahlllrfzgg9x71lx0kcln4tbi,默认,SKU_1780132693637,FALSE,TRUE,19.99
prod_mgcahxmxr6q8x5kbpjxnal8aa4,batch-1780133119221-h_efnk,Batch_1780133119221,,,draft,,,,,,,
prod_ox9v4djcmj97p2clhnxm37ahrf,import_test_1780133193881,导入测试产品,,描述,draft,,variant_9t90uc0yhyhh4em5svpfapsrw8,默认,SKU_1780133193881,FALSE,TRUE,19.99
prod_zlvu960mqz25xvsl9spc9dh9t3,catprod-1780133607448-h_1yx4,CatProd_1780133607448,,,draft,,,,,,,
prod_7r50t5e3y0mnw46qlxr08dv7r9,colprod-1780133609008-h_6juo,ColProd_1780133609008,,,draft,,,,,,,
prod_ybtwgkr0kifso4m1r9zhrcbvzd,rma-1780133706423-h_39yy,RMA_1780133706423,,,draft,,variant_rj3f3zjtdyqmvcmrqzg67b9q58,Default,RMA_1780133706551,FALSE,TRUE,
prod_zop9wwdhfh6aq1gx16c80cj6ez,rma-1780133718486-h_ymah,RMA_1780133718486,,,draft,,variant_witpga1711mi08562fn74tmy51,Default,RMA_1780133718610,FALSE,TRUE,
prod_hf4ct5iv4o6tes7g41nity15ox,catprod-1780134355473-h_uvmf,CatProd_1780134355473,,,draft,,,,,,,
prod_2hum4vmd4nl2dho1qh1atk412s,colprod-1780134356143-h_vwb2,ColProd_1780134356143,,,draft,,,,,,,
prod_zsooul91w5prkeliaryegubjk8,catprod-1780134521053-h_33la,CatProd_1780134521053,,,draft,,,,,,,
prod_p0xt49vlm9lmkd75q2x1nqrpyd,colprod-1780134522568-h_di9v,ColProd_1780134522568,,,draft,,,,,,,
prod_d5g3bc6j9ayv6pidm6lgwmdg9y,import_test_1780135477103,导入测试产品,,描述,draft,,variant_3ch35qzcxu2n5x1gasf03fqsjp,默认,SKU_1780135477103,FALSE,TRUE,19.99
prod_wzy5wfywg5xsghqk8vhwe0h6te,carttest-1780135480367-h_qucs,CartTest_1780135480367,,,draft,,variant_eettxcao614gy3chlzkh6syf9v,Default,CART_1780135480809,FALSE,TRUE,
prod_2jn7gd138gas57og220xjpi43e,rma-1780135486875-h_ljgj,RMA_1780135486875,,,draft,,variant_kqranwkz8yhbgy2r5s66n7m8hs,Default,RMA_1780135486994,FALSE,TRUE,
prod_9ip5kuo5t8danoo8d2qwmi1wyc,checkout-1780293976827-h_yz7s,Checkout_1780293976827,,,draft,,variant_pla72wuocjkodw2y4cwym8819w,Default,CHK_1780293976952,FALSE,TRUE,
prod_qwoqqohaxn0ataoxebr8uhqm16,batch-1780129199710-h_pzuj,Batch_1780129199710,,,draft,,,,,,,
prod_gc258a7fwbtucrv8untvfoo30w,import_test_1780130471978,导入测试产品,,描述,draft,,variant_126w5qawion16l8xgqwfhi56oi,默认,SKU_1780130471978,FALSE,TRUE,19.99
prod_osly6ahhdregl55zf18cil3fw5,checkout-1780130492406-h_iv6j,Checkout_1780130492406,,,draft,,variant_cj5o52nowjwlfbzurqovltosgj,Default,CHK_1780130492574,FALSE,TRUE,
prod_gkdee2t79krvce5yzyzdbt1g16,import_test_1780130537786,导入测试产品,,描述,draft,,variant_81vcao56ckb74yv8hmd5vtcmcl,默认,SKU_1780130537786,FALSE,TRUE,19.99
prod_tuwiclgeykyotc2h9wxbnssuof,checkout-1780130558330-h_d161,Checkout_1780130558330,,,draft,,variant_cwufhvwewtzukd7grfwsolbm6h,Default,CHK_1780130558490,FALSE,TRUE,
prod_ftkm5srs4fpml5n5vb6vper1j2,batch-1780132693587-h_2cic,Batch_1780132693587,,,draft,,,,,,,
prod_1at3ctf29sozgak580zcazubdm,checkout-1780132711503-h_g10k,Checkout_1780132711503,,,draft,,variant_ozv8y95vw7vw99mi94fn1nqpjq,Default,CHK_1780132711636,FALSE,TRUE,
prod_bgd61pgb2aj7fyyu52qez13jpf,import_test_1780133117086,导入测试产品,,描述,draft,,variant_2vr8df5suwfocoka7oqq37b7nm,默认,SKU_1780133117086,FALSE,TRUE,19.99
prod_s8jxmqc88epfi9y77xf2s837ub,checkout-1780133143831-h_r21q,Checkout_1780133143831,,,draft,,variant_b5synwri4yknixah62t0o2a6m9,Default,CHK_1780133144011,FALSE,TRUE,
prod_uetvfpvcdki96z2gbcataby62f,carttest-1780133192956-h_ygxl,CartTest_1780133192956,,,draft,,variant_vdoditmula0tgl74a239aavkq3,Default,CART_1780133193145,FALSE,TRUE,
prod_u5r27qnm7cy4yoqydu9xqisjog,checkout-1780133258637-h_bxgh,Checkout_1780133258637,,,draft,,variant_23yok0qbskhrbp9fflpdnfboeh,Default,CHK_1780133261503,FALSE,TRUE,
prod_rcodrk46wmvfrvvf35kxvz3rsd,rma-1780133611175-h_z48y,RMA_1780133611175,,,draft,,variant_d4oci6ky14h7j06q6vlxxuwzri,Default,RMA_1780133611306,FALSE,TRUE,
prod_wum2xo3zfm5tu2umgkdw5uh5di,catprod-1780133710714-h_rb3c,CatProd_1780133710714,,,draft,,,,,,,
prod_ibpe1imhsy4g9etv7giic657jt,catprod-1780135488659-h_q9lb,CatProd_1780135488659,,,draft,,,,,,,
prod_rgzq1guz8i5k32k6r5ju40bidv,colprod-1780135491768-h_vwj9,ColProd_1780135491768,,,draft,,,,,,,
prod_erre7c6kxwjg40acftmbima5rf,rma-1780135494749-h_t888,RMA_1780135494749,,,draft,,variant_hozqws9u80ox01g9n7cdkzspga,Default,RMA_1780135495129,FALSE,TRUE,
prod_dsbxe0dyh8qj6hpmnl9niwikfu,batch-1780294009827-h_viaf,Batch_1780294009827,,,draft,,,,,,,
prod_uopcsyq5g7jusp44vf0icsu9dk,rma-1780294262814-h_lm6m,RMA_1780294262814,,,draft,,variant_n65olcb9jeggkzgzhtip5rxrmd,Default,RMA_1780294262976,FALSE,TRUE,
prod_in7w7whqeg9fyri5wku9d2a587,catprod-1780294314357-h_7ryf,CatProd_1780294314357,,,draft,,,,,,,
prod_c3v82b1zi3mmd16ca65g9h7sjw,colprod-1780294316766-h_ama0,ColProd_1780294316766,,,draft,,,,,,,
prod_m04j00n0gqft130n1akjxdefu9,carttest-1780294351311-h_erdm,CartTest_1780294351311,,,draft,,variant_anqs8k7jngytbkd1i3fjhxtpq5,Default,CART_1780294351746,FALSE,TRUE,
prod_0rrcunj77pookz4r3wawoluyvw,catprod-1780294526157-h_gp7b,CatProd_1780294526157,,,draft,,,,,,,
prod_q9h6kjzl557e4oczu0n5lstyxu,colprod-1780294527162-h_1x6o,ColProd_1780294527162,,,draft,,,,,,,
prod_rjo9u3ifxi2btg5317is67428p,rma-1780294534721-h_33op,RMA_1780294534721,,,draft,,variant_js006isnc1fztwrdqnsmnrwuoy,Default,RMA_1780294534883,FALSE,TRUE,
prod_la8vjawfffxiwevcz1qise8cgk,rma-1780294546314-h_4rns,RMA_1780294546314,,,draft,,variant_i9m95bz54labaqwsg41vu05u3l,Default,RMA_1780294546476,FALSE,TRUE,
prod_xqb3fnlc3xfmam97vlirz0u1zw,rma-1780294554947-h_fmfa,RMA_1780294554947,,,draft,,variant_gsi73qgtksz7ss82drxdqyk6tg,Default,RMA_1780294555112,FALSE,TRUE,
prod_mdjz8eh6gt8lrq27wg94yiz9e2,carttest-1780294573577-h_cpq4,CartTest_1780294573577,,,draft,,variant_kvg6t5bqlhlsohicu0srmz9yp0,Default,CART_1780294574008,FALSE,TRUE,
prod_rx8ed5cs7qjmneghgbgpiee0ne,rma-1780294614929-h_njzm,RMA_1780294614929,,,draft,,variant_z8dte27oikeixlbhqvv4ybbmoc,Default,RMA_1780294615092,FALSE,TRUE,
prod_fav2e8ykbhy4qwo97r3t4hy1to,rma-1780294630582-h_c55g,RMA_1780294630582,,,draft,,,,,,,
prod_dgl71c0viv0pxf1yljg7thwzw8,catprod-1780294688838-h_omf8,CatProd_1780294688838,,,draft,,,,,,,
prod_6cohb0m6o3iams4h5929abzahk,colprod-1780294690320-h_qb4m,ColProd_1780294690320,,,draft,,,,,,,
prod_gediygq4dw1fz6uqw29i2hgm5k,import_test_1780294779281,导入测试产品,,描述,draft,,variant_vblga4vigidd2qd7sqplp5ja5y,默认,SKU_1780294779281,FALSE,TRUE,19.99
prod_hk0x0xpdokdzqyph2fogxyejmv,checkout-1780294785458-h_johj,Checkout_1780294785458,,,draft,,variant_vmpl8owkqiq6idejs5n3r0h17t,Default,CHK_1780294785831,FALSE,TRUE,
prod_y6a43tgilrj0muse6zhjub0j0o,batch-1780294816665-h_wnrw,Batch_1780294816665,,,draft,,,,,,,
prod_6xiph2icqzogbcouu0hyn93ert,carttest-1780294865543-h_6as7,CartTest_1780294865543,,,draft,,variant_k18nx4j4tr3dh7guvmof1rf0x1,Default,CART_1780294865700,FALSE,TRUE,
prod_q663x7zfnvt7aj4dmngtf2b1jr,carttest-1780295313149-h_9e5g,CartTest_1780295313149,,,draft,,variant_fpjx8o781ng2a1wy83akxvwjql,Default,CART_1780295313358,FALSE,TRUE,
prod_oagdm808mo6khdc2u8nusk0ag9,carttest-1780295444315-h_u5vw,CartTest_1780295444315,,,draft,,variant_mv4ommtvf5pd6t22s94llxqbxg,Default,CART_1780295444745,FALSE,TRUE,
prod_nv41pmb7x98vpwrrzqaaep94t0,carttest-1780295573946-h_uovk,CartTest_1780295573946,,,draft,,variant_wabqi6enot93pbxmw2twbytzyy,Default,CART_1780295574398,FALSE,TRUE,
prod_dsp1q3cbfq67omm05b0faqkqlr,carttest-1780295766743-h_kydu,CartTest_1780295766743,,,draft,,variant_xxof4idqc0s9vkgcci63geyjvw,Default,CART_1780295766934,FALSE,TRUE,
prod_exhx7s26xn4lip7syirl49wnbf,rma-1780309372806-h_aasf,RMA_1780309372806,,,draft,,variant_ggel8pbiuodyxd5bklzvzcpm6j,Default,RMA_1780309372967,FALSE,TRUE,
prod_1lgxv7mybhz39mfsal5o0u6uwd,batch-1780309438182-h_jpev,Batch_1780309438182,,,draft,,,,,,,
prod_r77l4edg7qbqm69drmxedfi6z1,rma-1780309465542-h_v3cs,RMA_1780309465542,,,draft,,variant_tl6cmuldnvoxzqu3cxj4rfqawc,Default,RMA_1780309465708,FALSE,TRUE,
prod_hnoh3lzklpuugxqcdvrbrrqfly,carttest-1780309504311-h_8fmq,CartTest_1780309504311,,,draft,,variant_nejlyjeb2wz3boiyjl9p7hp58n,Default,CART_1780309504571,FALSE,TRUE,
prod_v3esiuhe36gtdpchhrdr68nbej,rma-1780310564442-h_d9hv,RMA_1780310564442,,,draft,,variant_rskppdnvaqy3v0afwj23rxnq0l,Default,RMA_1780310564598,FALSE,TRUE,
prod_4iqubteeld9yuf8kaea7j6d4bw,import_test_1780310597858,导入测试产品,,描述,draft,,variant_s0km8tbaxjh053dasuxsel9y4e,默认,SKU_1780310597858,FALSE,TRUE,19.99
prod_d28e7jqjrwzk0kacg3jqegln1t,checkout-1780310600149-h_8ikf,Checkout_1780310600149,,,draft,,variant_shu4tr274lirrfj5rg2mq4j5w9,Default,CHK_1780310600308,FALSE,TRUE,
prod_hs9g8efo1aroc161n21y539e1f,batch-1780310603894-h_t9ph,Batch_1780310603894,,,draft,,,,,,,
prod_dw1bgibpmnvr9nsjc8fimw7yq9,checkout-1780135500424-h_xola,Checkout_1780135500424,,,draft,,variant_esuwbbn1qgtafl10oosnb6q937,Default,CHK_1780135500548,FALSE,TRUE,
prod_kc0m7nymhclkfn2gc5q30opav5,rma-1780135651164-h_xcjc,RMA_1780135651164,,,draft,,variant_h74gayjmbb9q8677qjnegwx5xd,Default,RMA_1780135651289,FALSE,TRUE,
prod_lejs1399fzy06r85ug1p84dcx9,rma-1780135661508-h_mbpg,RMA_1780135661508,,,draft,,variant_ax29kbz67w2ycmqdbob2c7wetv,Default,RMA_1780135661635,FALSE,TRUE,
prod_3euo46v9wi6a9xgthivqc60293,rma-1780135667728-h_n34u,RMA_1780135667728,,,draft,,variant_xivquj5pkk9zd5nq1wd0po7d7k,Default,RMA_1780135668533,FALSE,TRUE,
prod_msar1vlsosmhn4y5blxx15dzaj,catprod-1780135702107-h_62zj,CatProd_1780135702107,,,draft,,,,,,,
prod_kxavayir66vpe3kwiy3xmir4nt,colprod-1780135702811-h_b1yh,ColProd_1780135702811,,,draft,,,,,,,
prod_mqkp94krb272x7h79yi5orswv2,rma-1780135716161-h_kp13,RMA_1780135716161,,,draft,,variant_qh4roc2ygx3e5pxzknakj3mjzp,Default,RMA_1780135716284,FALSE,TRUE,
prod_cdb8cq65wcgr55w9cdx9m725k8,rma-1780135725981-h_4v03,RMA_1780135725981,,,draft,,variant_192h3vt4gukgztkvgaa21uia2i,Default,RMA_1780135726109,FALSE,TRUE,
prod_9dt2t23ssanjtmmvsnm1jss2tw,rma-1780135731738-h_jj14,RMA_1780135731738,,,draft,,variant_giuyy1gbwx323479uqwr8txvpu,Default,RMA_1780135731862,FALSE,TRUE,
prod_tp029trarwalahyei5mocqab9o,import_test_1780135740087,导入测试产品,,描述,draft,,variant_ghghs65klopg1it0j2jo1xdkkq,默认,SKU_1780135740087,FALSE,TRUE,19.99
prod_kn7749ssuper07so4uqv3vm5mx,checkout-1780135804344-h_3num,Checkout_1780135804344,,,draft,,variant_99hz76ebde3joh5rtjjhe14v9i,Default,CHK_1780135804818,FALSE,TRUE,
prod_lqpvcwici1p3dgni6n2vkr3nxy,carttest-1780135808440-h_3y2f,CartTest_1780135808440,,,draft,,variant_3whdm8boswbvc3p7dcpx0xzqv4,Default,CART_1780135809347,FALSE,TRUE,
prod_i6rr0ra0ev47t3m5qhn77x0pwg,carttest-1780136063184-h_dvm4,CartTest_1780136063184,,,draft,,variant_r5xnhsytu39nvb3h9y1doyft4w,Default,CART_1780136063345,FALSE,TRUE,
prod_1skf11nvnkfu52a7h8dntjf1el,batch-1780135882219-h_liqy,Batch_1780135882219,,,draft,,,,,,,
prod_daa1dpbt85b0ny6fxk6auqmb0g,import_test_1780135907167,导入测试产品,,描述,draft,,variant_u7sbqk1ch9ybbm2358if2gaghp,默认,SKU_1780135907167,FALSE,TRUE,19.99
prod_qtuizolwh1a6ywwkvmyy6y53ui,checkout-1780135970969-h_918t,Checkout_1780135970969,,,draft,,variant_thu1y0xw9rrsy30lmfmdw8x9j5,Default,CHK_1780135973054,FALSE,TRUE,
prod_7u1ll1rah9a4spiuopwbcn7yr2,rma-1780136039600-h_znnh,RMA_1780136039600,,,draft,,variant_8gqtqpno4wc7hfr4ac1wd7mmu5,Default,RMA_1780136039731,FALSE,TRUE,
prod_n1inf32ag2lk8gn024838b8kbt,rma-1780136049398-h_vu44,RMA_1780136049398,,,draft,,variant_0dgl7wwv4cmkdsmvax383lx11a,Default,RMA_1780136049521,FALSE,TRUE,
prod_15g73bbsolenbelkfn2ti1vmht,import_test_1780136050928,导入测试产品,,描述,draft,,variant_jfwfu1j9xa98euz44toobjbiw9,默认,SKU_1780136050928,FALSE,TRUE,19.99
